suara_presma_sah,alasan_suara_presma_tidak_sah,suara_dpm_sah,alasan_suara_dpm_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_fakultas,fakultas_tercatat,terdaftar,fakultas_benar,dapil_sesuai,pilihan_presma,pilihan_dpm_fh,pilihan_dpm_feb,pilihan_dpm_fp,pilihan_dpm_ft,pilihan_dpm_fisib,pilihan_dpm_fkis
true,,true,,2020-12-18 08:44:08 +0700 +07,true,ad8ebcaf9edd361d36aef4d9fc1b5354,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:44:09 +0700 +07,true,b74f384ed44109b3313be0ca1aff1cdc,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:10 +0700 +07,true,72758a46cbb3529c7be0852b8826ea69,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:14 +0700 +07,true,86fd00d86fc4ea05a06110bdca85ce8e,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:44:15 +0700 +07,true,8c948029a8ac48526e2cdef40257e6a3,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:15 +0700 +07,true,c90b2071b5e61bd1fd322c84f7eb4115,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:15 +0700 +07,true,2de3f8fd988d17b5cf59a466fa5b0125,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:44:15 +0700 +07,true,4b00f648e8fd0e148c1ec29bc39531f2,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:16 +0700 +07,true,9a8b00020f603e9ad01e4c23a3441b5b,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:18 +0700 +07,true,6a01aae78a454d7d26530d1d7a7b23df,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:44:18 +0700 +07,true,6d86aeb7c351c46d70ce4c9ee8e0dd87,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:44:18 +0700 +07,true,bb1530fab157ec86a0a0ae5f8a791d97,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 08:44:19 +0700 +07,true,9086e1ebb960c38ed32018ac4f271942,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:44:22 +0700 +07,true,9e208c652a840e1e598919473162039d,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:23 +0700 +07,true,8c56650113316e8a7ab7b07e708c3270,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:44:24 +0700 +07,true,da84d413ff2ba34f5d3c51e38a02859c,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:27 +0700 +07,true,4eb31f48a39c9c5d22fc08f64223aad6,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:44:29 +0700 +07,true,394ba4c97c6c1b50fcf1c8e111859fd8,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:44:32 +0700 +07,true,71bf0ca19aed6b55fb836d04cc68eca8,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:44:33 +0700 +07,true,fa113072b875e1e4ed24daf245503713,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:33 +0700 +07,true,c3320d421d3c762b6733bc8cc8d601dd,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:34 +0700 +07,true,3a6d301dcd91d534ad51718207d73caf,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:35 +0700 +07,true,1accd06ba5584f944c2aa103c4b9edff,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:36 +0700 +07,true,f3c02794baf510d34b54a4e2a587639b,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:37 +0700 +07,true,8e7db46761eb1d2d1f48b5f75d9a2e5a,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:44:37 +0700 +07,true,970f2734bc63727a18d52a996f1b3893,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 08:44:38 +0700 +07,true,0a2e7668aaa4067940f73d953e706f4d,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:44:39 +0700 +07,true,246e000fcabcc487e3fac0e5a3ab9da2,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:44:41 +0700 +07,true,2c7c15a848ef3f825aa4271d6a2e7471,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 08:44:41 +0700 +07,true,494d5dd5271a587019bd65f14dbb9027,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 08:44:45 +0700 +07,true,5fc9a8ea1f60835745e6ccaeb72aae10,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:44:49 +0700 +07,true,5d0cca0cf0038c689804dbc4f54c1c8a,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:51 +0700 +07,true,aaca255167e0343c1b2043c23575e48c,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:44:52 +0700 +07,true,bb1c6bad5bfe4a0f3835b52480e6f97f,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:52 +0700 +07,true,953b7a958c58285f1a0c1d69d8c5f81d,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:53 +0700 +07,true,bd4d5616e90c8c1d0ae16a03aefdfc72,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:44:53 +0700 +07,true,95822d57fee6b7f11c6084eed75f2d52,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:54 +0700 +07,true,32711d698f78ae149c526f5314ae8090,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:44:55 +0700 +07,true,7106f950602c86be2c8868371fde0fb1,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:58 +0700 +07,true,b7345021fcea28efe5e4e9d33db37816,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:45:01 +0700 +07,true,8e94dfd7daaf54cc89488824eedad6d3,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:45:03 +0700 +07,true,ed264a85acf88ebeb40f822aa21f08b9,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:45:04 +0700 +07,true,f660dc73de74e3ed65e8f6fcc47f780f,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:45:08 +0700 +07,true,d56ce86cf54c0b188e11ed57d25d74c7,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 08:45:08 +0700 +07,true,2c0cc36880d9905e94584d8a387a0e13,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 08:45:11 +0700 +07,true,c1756e8f1df2076080d7dc0e19e08498,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:45:17 +0700 +07,true,af53c259e51c557f887fed8889ffb126,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 08:45:19 +0700 +07,true,aab11aa51711cfd1bd5c63b47ca88837,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 08:45:22 +0700 +07,true,eae587c2b394989725cf6d63c8bfbabe,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:45:36 +0700 +07,true,72481d98639e53dab64afcd0e1260927,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:45:42 +0700 +07,true,4ea8b3b1e1823ad41b25d191ddbac407,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:45:44 +0700 +07,true,a03b0bce25941f433e9100406bb9eb83,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 08:45:46 +0700 +07,true,ba0e04e2e258e4c3fe0d6ff5d343d28f,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:45:50 +0700 +07,true,fa2cc61dbd62100f85014dcefc52f73c,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:45:50 +0700 +07,true,f2602ce1fdd835e1880dfbe23f42d7f9,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 08:45:56 +0700 +07,true,64f9f343ae310d9af0b0be13cfebbc72,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:45:56 +0700 +07,true,95147e4901e1c369f150d1b270d53cbc,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:03 +0700 +07,true,4cd8139f90dfc3d7f47b8da2fe5b4b43,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:07 +0700 +07,true,354d881ddf66fd76e6ecb22211d4dbe5,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:46:07 +0700 +07,true,179565f0e11e2323039a93854d9ab497,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:46:09 +0700 +07,true,97118831ce52846f2849a5a7b634f3f1,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:09 +0700 +07,true,00187235aef0bbc87f29e6cd61a45f9d,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:10 +0700 +07,true,d22ef2394c8a94c24a99ca59a564b849,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:46:11 +0700 +07,true,f1a583f6b9497e90d4d4ca193b87843c,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:46:13 +0700 +07,true,abf6295f73fce08c65f62c5a1a292248,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:46:16 +0700 +07,true,538f3a88291d2639b2c3c784c4f4fbbb,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 08:46:18 +0700 +07,true,f663df2cea7e2f5175f9121da754d289,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:19 +0700 +07,true,b92eb1021ef906b42a90237334fa4642,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:46:22 +0700 +07,true,23e23081df62d5fc475413b2a2e007ba,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:46:24 +0700 +07,true,a824f40e70d48f1c9c4245366fbc99a6,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:46:25 +0700 +07,true,c51de3286333bbbf6603e1309e2dd0d5,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:26 +0700 +07,true,13cd9ef17cec760a42b7215caf9f8938,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:46:31 +0700 +07,true,a69efc4dd1cecae6817a876fdd25a726,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:46:33 +0700 +07,true,958767af672a59bfc523b65074b6b90a,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 08:46:36 +0700 +07,true,a606a90f9e4ffbb107972e40d1a36388,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:40 +0700 +07,true,96edb70b4e93022224ce2515c951355f,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:46:44 +0700 +07,true,a2f4b2a67b7a5822319fd8a08d387842,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 08:46:46 +0700 +07,true,132aa78fa1f7a4a50bc9b6643d5f00f6,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:47 +0700 +07,true,893f7f1716d6ba1b60f1bea8f14dd43d,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 08:46:49 +0700 +07,true,445904f6b80c636ca49fde1fd03b9739,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:50 +0700 +07,true,b0b4acb4046de558d7e615fa3ff4141d,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 08:46:54 +0700 +07,true,c2bd490efe9ff00af0bc65303817d100,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:46:57 +0700 +07,true,a9fba57d0db910a94bac530e7c8a35b6,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 08:46:57 +0700 +07,true,9715c184dc1695996033e04a7f065de2,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:01 +0700 +07,true,ca0ff0679a154024b646272be3f33a22,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:47:02 +0700 +07,true,838fa2f5ff6a898321d572eb6c385dc0,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:47:02 +0700 +07,true,659cda16a07c9fec11abe2d6f4afd079,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:47:03 +0700 +07,true,09e024079f595dcaf81d1762a0b17483,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:03 +0700 +07,true,e6fafe0536ad09fa5539d25421bb7ebe,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:04 +0700 +07,true,78f9b76ca6d3026f4fd8bafae7aab99a,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:10 +0700 +07,true,93155038e88e90403d539d70ad1c1a2e,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:47:11 +0700 +07,true,45b9733b170f30942f3a33eb73c4368a,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:13 +0700 +07,true,27e7db7df91d386d68c7f9f57bd5afc2,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:47:14 +0700 +07,true,6724a741f5e9582171e6e536653d04e3,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:47:20 +0700 +07,true,7442ac8b436ce192a7c110fbc161c808,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:47:23 +0700 +07,true,10521090ef138f434e6d1f3cbece6109,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:47:24 +0700 +07,true,b9e40d635ef9b21b1077adf38ceb45eb,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:25 +0700 +07,true,5c8ee9325382d16ec638cba856169802,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:31 +0700 +07,true,8236e2010f759ac9078904bc1e451904,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:47:34 +0700 +07,true,9376093ca6b5a3640a3f9fdd16eb5858,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 08:47:34 +0700 +07,true,83ea7db76df78c27ac0d6e7b3de9f150,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:47:34 +0700 +07,true,c5dc7548f50ac21c118f32c40a7173fc,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:36 +0700 +07,true,a420e14034ac68da02dd2b733d9a2bca,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:47:38 +0700 +07,true,3fb80e106205467ea5138bc159870aa0,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:47:39 +0700 +07,true,284428d6815855d41c63430e24aca5d7,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 08:47:40 +0700 +07,true,c0be9af96935dfca7e804ffa03e35d85,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 08:47:41 +0700 +07,true,600f32dc94db690a7775a37652f1ae88,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:43 +0700 +07,true,524c59b42ba297d3fdc518b9816b7e43,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 08:47:44 +0700 +07,true,918d5e0607fda688c8f8d6947cb77eee,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:47:44 +0700 +07,true,f71e5eef17b37d66f446633ade9a5e54,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:45 +0700 +07,true,a005f91bf920167adcbc9ff8dfbd7246,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 08:47:47 +0700 +07,true,d8567ac6d03cc7dd507b06806a394b7d,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 3,,,,
true,,true,,2020-12-18 08:47:47 +0700 +07,true,4254589d248d24afe9193a892bca276a,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 08:47:47 +0700 +07,true,d5b3b6a63b00fb5dd3a66717d681ca63,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:47:50 +0700 +07,true,2e163c79aece19239edd8c01a5432be3,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:47:53 +0700 +07,true,07349208d58a870fc452ded4f62a7014,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:54 +0700 +07,true,e8e1a7f7c4d239526c72c8ea3eb1cf5c,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:47:57 +0700 +07,true,995b9280985c4bfe485e4d859171d7b2,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 08:47:57 +0700 +07,true,ac4d70106d757addb9b697d79de4d5fe,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 08:47:57 +0700 +07,true,a75a6171bd989457baa50897db7f11b8,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:47:58 +0700 +07,true,f900e705245d08424c7f820574061154,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:47:58 +0700 +07,true,8cf97cd6efea38090f66c0c7b309dc22,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:01 +0700 +07,true,d4fb62f2685422abd9920dcedfe7eae8,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 08:48:02 +0700 +07,true,15e335cde8b942e46403a752fb209409,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:48:02 +0700 +07,true,103fab3439f6bd9ab180f248dc4e2b75,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:05 +0700 +07,true,c64cdec06cc77bd0349f94b00f212899,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:48:05 +0700 +07,true,1f5ef662281280e5767ae9bf402d4183,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:08 +0700 +07,true,8acc634ae7563882b586664468920099,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:48:09 +0700 +07,true,d36c6592c9ae7f964e407086ff233ccc,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:48:09 +0700 +07,true,6139f62e87432630a9d36888ed2a86c9,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:48:10 +0700 +07,true,4132a75626d7b8a76963d1b19dacf8f0,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 08:48:13 +0700 +07,true,fc9b575fbf469f3bcad2e71871047e69,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:14 +0700 +07,true,db38959a27b27fc577c020002a7323d4,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 08:48:15 +0700 +07,true,7e6deb3f4ac3621968319403efc0b41d,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 08:48:21 +0700 +07,true,9b35052449b2e6b75c97498da4eb37a8,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:22 +0700 +07,true,6fe625cfb59266b91db220616fad4297,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:48:24 +0700 +07,true,8d323474897e66e8f68be8dac439480e,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:25 +0700 +07,true,950577cc088799f4c4580903f9befc85,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 08:48:27 +0700 +07,true,393b96661f8a092c92600f7672bfad40,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:48:27 +0700 +07,true,408d474fb16a417ff86702a28036fa89,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 08:48:29 +0700 +07,true,cb9de6e26deb974d2569fbf29e303d94,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:48:30 +0700 +07,true,dec0dea6a5bc04203896e5d54918f660,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:48:31 +0700 +07,true,608888010001b5662581fdc418cf7d34,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 08:48:32 +0700 +07,true,ca779ee16d7727892bdd95fef9cf1037,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:48:32 +0700 +07,true,7d7a31d67d6ff080f9e8e1967c4490e4,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
