suara_presma_sah,alasan_suara_presma_tidak_sah,suara_dpm_sah,alasan_suara_dpm_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_fakultas,fakultas_tercatat,terdaftar,fakultas_benar,dapil_sesuai,pilihan_presma,pilihan_dpm_fh,pilihan_dpm_feb,pilihan_dpm_fp,pilihan_dpm_ft,pilihan_dpm_fisib,pilihan_dpm_fkis
true,,true,,2020-12-18 09:09:17 +0700 +07,true,5e533a6e7f415abbdfc28d29495d2e12,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:09:19 +0700 +07,true,55c9c4f722d138db1563658889ee51c2,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:09:19 +0700 +07,true,b861d3d258d596ff3e65d5f0d48f36c3,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:09:23 +0700 +07,true,9c95d0e4f1627b73241d38bf8ce8ae6a,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:09:25 +0700 +07,true,2e74e82b2109abd065bcfd708cd577de,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:09:26 +0700 +07,true,585e4a40250702a4214e2fa4bb050d83,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:09:29 +0700 +07,true,ab005121c874ee898c62042f12de26db,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:09:33 +0700 +07,true,ed25b00666bfe935f39c9edfc11957de,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:09:35 +0700 +07,true,b09e1626a84cf5a6b2e932ae09d4d2c7,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 09:09:36 +0700 +07,true,0b2718250d525340273cc081143ab784,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:09:51 +0700 +07,true,a6a58b00aa96273dc8aad8ba3311fb36,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:09:52 +0700 +07,true,182e0f78d168e8e166b0044613b152c7,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:10:04 +0700 +07,true,dcac9979b58f0aae3f5b5ee7e93885c4,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:10:05 +0700 +07,true,ef4caa5e7d7a550b699a1b3b3d275df3,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:10:05 +0700 +07,true,5deb465e79082a565b4f102c3dc44437,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:10:10 +0700 +07,true,7efa306f46cce986d99cc61da9029b1e,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 09:10:11 +0700 +07,true,40cc13aac1d64cb0a3f36e37db65086d,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:10:11 +0700 +07,true,7a25e02a3ad48e37e9fe45c3b988e727,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:10:16 +0700 +07,true,517c08ac8abeebfbec0238ead5343dec,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 09:10:17 +0700 +07,true,b31738b31412a6b55d54a6d5f523c0a2,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 1,,,,
true,,true,,2020-12-18 09:10:17 +0700 +07,true,ea2bc6af4376a08bfd89f9d19e76b2e7,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:10:23 +0700 +07,true,87fe6d2d474cf96bc6d2ae6716b3144b,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:10:23 +0700 +07,true,7620b7a8b717ecd0ddf72257b5c23b06,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:10:29 +0700 +07,true,29a14fd3d9ad21d0f554403dd78b8743,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:10:30 +0700 +07,true,23e301a46ef79013606a3f4920aab003,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:10:30 +0700 +07,true,97259cfd61c39de367b22ad971711edf,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:10:33 +0700 +07,true,a791e03c5f4151305ff5a3138da8f98d,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:10:34 +0700 +07,true,d541af42ceb6e7b86aaa94fbfa01f708,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:38 +0700 +07,true,f3f6c5cd1a5bb3fa58a471207691b889,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:10:40 +0700 +07,true,769f6cb9b2106ff965863561dfa64612,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:10:43 +0700 +07,true,0a60567150ef5d68b331a628e379d80e,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:10:44 +0700 +07,true,fba63c828a226e01b768e251727a799b,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 09:10:49 +0700 +07,true,4d51093611cf47c6f79a178038f6bec3,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:10:49 +0700 +07,true,30cedfeba8d59d81041300f00a71ce3a,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:10:50 +0700 +07,true,e2f2f436bed14db1f90718676abbb9b9,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:10:51 +0700 +07,true,814361702b580c2ddb90bbb8bbfcd1df,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:51 +0700 +07,true,004fcf78cd7a634e2aad70885359c485,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:52 +0700 +07,true,59ce603f2ac1a0adc558760dfc13f63d,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:54 +0700 +07,true,81008748e21a00bb4f12d666d8418aee,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:10:55 +0700 +07,true,e3a5b688cdfbcbbb27f16e1d129e74df,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:10:57 +0700 +07,true,5c68b41645d1e46f87a9765586463164,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:57 +0700 +07,true,64c887cf344223be5f17c6ce43d53c36,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 09:10:59 +0700 +07,true,477e57628c5e5a063a4653ee0caf506e,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:10:59 +0700 +07,true,b3d4e89ba4cd661ce9942618f372ebbc,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:02 +0700 +07,true,372be0a6d68699702a3fce98f5b81e5c,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:11:08 +0700 +07,true,87eedeed2488ddb5d806b4186855d3c9,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 09:11:13 +0700 +07,true,90d36c96d6ac175da82dccf9ef1f56be,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 09:11:16 +0700 +07,true,37ae6927a0a98a2bfae72783154dcf6d,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:11:19 +0700 +07,true,dc3b89607c4eac1a4fc2986afd8afe2f,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:22 +0700 +07,true,9cd9de525b7cc0279fc920a5d01be8e0,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:11:25 +0700 +07,true,7b8d39a3aa076e5e18576aea1fbe9ba9,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:11:27 +0700 +07,true,8e8ce0d8fee685250a8ee1b77ae5b99c,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 09:11:30 +0700 +07,true,57d4a71b8b75e07b888495831ffa23fb,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:31 +0700 +07,true,c9ffa2b272c65d145a6d2b488abe703f,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:35 +0700 +07,true,01d01acc06fe3f15932d3ba7384b0927,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:11:37 +0700 +07,true,5cc90233bb8452fe605c6a2146a94e40,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:11:39 +0700 +07,true,88194d57af7323f006e33754c3cc4291,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:40 +0700 +07,true,36d82d5786a7d8377e7c4ab5b6f039a7,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:11:40 +0700 +07,true,63b50d2ff2bb6bd5c8df8fac5ee2311c,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 09:11:42 +0700 +07,true,89fc5bdfa1fb36fabebae514a95e7acb,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:43 +0700 +07,true,bc8646794bfec46254a25e72c244f9b2,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 09:11:48 +0700 +07,true,8ceb96d6a0b7fae01ef0d8488e6ce1e7,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 09:11:48 +0700 +07,true,907200d2055cda9f8590d8e5f1ff7323,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:11:51 +0700 +07,true,b491775538d96357f92c2f0a21723014,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:11:52 +0700 +07,true,3a20389d19ce481b7858ea8f4dd5767e,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:11:54 +0700 +07,true,03e6c6a6be53a3492da13f159a1a0892,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 09:11:56 +0700 +07,true,795a0872ab554902d112f4fdcd7bf1f9,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:11:58 +0700 +07,true,83865c90a785d1cf31d18e8c4193cc2d,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:12:00 +0700 +07,true,28e4b4f4582debd9b15f34ee50f694cc,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:12:02 +0700 +07,true,68fd1a188bd645f28c534f55d096aed1,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:12:07 +0700 +07,true,1449ca4e1b00883a5094e8a74a936f18,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:12:09 +0700 +07,true,69827af659902cfaf8c28aa1a31dbc2a,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 09:12:10 +0700 +07,true,669f9c44bd2e4347ecd9bb47ab1da3d1,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:12:10 +0700 +07,true,d2e12e71721cf43854d39a888c191d2a,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:12:23 +0700 +07,true,87d916784c294156b67bf3a2b19c7b19,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:12:24 +0700 +07,true,a0e3c17e4c2489a8753ec0061bbbd413,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:24 +0700 +07,true,2c8d027812ee757b9e887451d3f3067f,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,false,(b) Dapil DPM tidak sesuai,2020-12-18 09:12:25 +0700 +07,true,43a2480366ad24594f49cdda226b4f80,student,FP,FT,true,false,false,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:12:25 +0700 +07,true,3e3f54e485f157a8c5bc60f16383bd63,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:12:26 +0700 +07,true,2f30f5e522ed0d0b51f83a731fbcacaf,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 09:12:29 +0700 +07,true,7e1183c32f6f6168eb69011c859920a9,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:29 +0700 +07,true,da499b36e2afd1e7a224bc142e5484ea,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:12:35 +0700 +07,true,f5cf9d05329d67480f4d47232e44626a,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:39 +0700 +07,true,6105b132de34b9caac4470975a6d83cf,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:12:40 +0700 +07,true,fe070f47e7f447bce1598f08f4004bf0,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:12:43 +0700 +07,true,17cf0cd2b6dd098a71bf8a815626ddaa,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:46 +0700 +07,true,ff67d2354a476ee47154aeddd548e520,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 09:12:49 +0700 +07,true,2f1715f3cdf0f101a9de229f05fab18b,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:12:49 +0700 +07,true,32e53b7c2304845375b6562c4adfcf23,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:12:51 +0700 +07,true,f67d1c15a81c5bb01ae310a155d700fb,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:52 +0700 +07,true,84ecc714ba4e65052dce8b06a6b5c743,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:12:58 +0700 +07,true,b0d0855fe569114db2d969a6796bb7d5,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:13:07 +0700 +07,true,8325904b87287360029e7b6c9948d968,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:13:09 +0700 +07,true,096f34e01f1fb38986523d8a4d1653be,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:13:14 +0700 +07,true,e9441e03442c40960a36bba4958f75dd,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:13:18 +0700 +07,true,aa4b22db149c6d2761fcefde63bc03b4,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:13:23 +0700 +07,true,50512112af325adf1f5ec1eb983f99c7,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:13:23 +0700 +07,true,f385ada77ec4dc7a68553b59edd48578,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:13:28 +0700 +07,true,ce864034511cd57cbec5fe7dbe2311b6,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:13:34 +0700 +07,true,47f1e57a0b0cee010115e01b24f9d052,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:13:36 +0700 +07,true,0e96b31a27cabe95769b849276347e55,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:13:44 +0700 +07,true,12c0c661992778b2740d719efc268b2e,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:13:47 +0700 +07,true,aff9c1fe90f5e7ab42fc895115f2c6cb,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:13:52 +0700 +07,true,d6c5113c16198fddc5f0c2714b3f6e02,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:13:52 +0700 +07,true,57a88516408461da7e3c04a218d990f4,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 3,,,,
true,,true,,2020-12-18 09:13:53 +0700 +07,true,0451aeb521c70bd8df0e9ba5695a9d81,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:13:54 +0700 +07,true,9c42e954199e2f3b5b0939eb613ab275,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:13:56 +0700 +07,true,d1834b62a6b3f7874e70b4c2d9188338,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:13:57 +0700 +07,true,38aaaaae35d4be5d7d87f84f9875f37a,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:13:58 +0700 +07,true,853dc9810b21ce77962fd0183d839c39,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:14:00 +0700 +07,true,279c37f2813d0b5c2ac420654eb60683,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:14:01 +0700 +07,true,143f5565f4de58b47079c8bd3b2b71b5,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:14:03 +0700 +07,true,35131d9bc75962af5861d96d1b4aea50,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:14:09 +0700 +07,true,202c47e453c86c3a5116bec8ff8b267c,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:14:09 +0700 +07,true,f32b7c003317db1903a5635594f3b031,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:14:15 +0700 +07,true,7ce8ad53e45f5f71e9e2125c949520c6,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:14:16 +0700 +07,true,f0cac6ae86af085b9c60218e1f9e5c02,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 3,,,,
true,,true,,2020-12-18 09:14:18 +0700 +07,true,688b97c75e1b0d14d23ae24416e611cc,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:14:19 +0700 +07,true,c91d02a0013138cd26aa4f53c47ecf45,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:14:30 +0700 +07,true,d1d843800ae49636722862f1f8643d8c,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:14:31 +0700 +07,true,e6b024c1549d7da9b0bdc08378dbc42b,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:14:32 +0700 +07,true,015754d3d6ffa391383c16920dc5828e,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:14:36 +0700 +07,true,d57ee3eb7e06a5f0dcefaf3acb3b4151,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:14:45 +0700 +07,true,0eb804bc049fadf452722d9aac9eb337,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:14:47 +0700 +07,true,2265addae2f8595d347f460b98874f52,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:14:48 +0700 +07,true,dd6a42b51dd6c318273804cf02d7d35c,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 5,
true,,true,,2020-12-18 09:14:49 +0700 +07,true,847550179c1c6202acabeb3a5c15f778,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:14:51 +0700 +07,true,1a73b8849dc9ababde42db2d39d8b9f9,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:14:51 +0700 +07,true,924e084b623bfbb307a123a32f772fe7,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:14:52 +0700 +07,true,c30ae73862e78d1dd67310eff412a9df,student,FKis,FKis,true,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 09:14:54 +0700 +07,true,0f8e15c3ae0dfda7628bff0ee199f537,student,FISIB,FISIB,true,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 09:14:55 +0700 +07,true,ed43dc77428c3f7f9fe57a5642a64091,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:14:57 +0700 +07,true,20a723fa5648b54fbaba547cef58c81d,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 09:14:58 +0700 +07,true,4bb11645b8a1dcbae35acb89be5da977,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 09:14:59 +0700 +07,true,5135cc1520e2425c63154444b060201a,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:15:02 +0700 +07,true,6c54c2de30cfe83659fe15c0c7da10a9,student,FH,FH,true,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 09:15:04 +0700 +07,true,03de88d11ae73f241ce530b6df9db078,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:15:06 +0700 +07,true,04bac554db8dfc4dc2f62bc2d288dce4,student,FT,FT,true,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 09:15:07 +0700 +07,true,849db2d695ecd83854bf954d6943986d,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 5,,,,
true,,true,,2020-12-18 09:15:10 +0700 +07,true,51317023bdef145a44bb8514c0c0e272,student,FP,FP,true,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:15:12 +0700 +07,true,76837f692b24ff6a0a493543b0bd01ca,student,FIP,FIP,true,true,,Pasangan calon nomor urut 1,,,,,,
true,,true,,2020-12-18 09:15:17 +0700 +07,true,2123a7ac339adb13992c583fdfa22e96,student,FEB,FEB,true,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,
